name,owner,location,phone,email,services,categories,source_url
DH Sports Park,,"18400 Avalon Blvd, Carson, CA 90746", (310) 630-8026,,,Sports & Entertainment Centers ,https://www.yellowpages.com/carson-ca/mip/dh-sports-park-549312824
Flight Fit N Fun Bakersfield,,"3200 Buck Owens Blvd, Bakersfield, CA 93308", (661) 864-7874,InfoBakersfield@flightfitnfun.com,,"Sports & Entertainment Centers, Golf Courses, Health Clubs ",https://www.yellowpages.com/bakersfield-ca/mip/flight-fit-n-fun-bakersfield-547782329
Scmt,,"1929 W Whittier Blvd, Montebello, CA 90640", (323) 246-4461,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/montebello-ca/mip/scmt-547779086
Arete Norcal Throws,,"41 Mt Olympus Pl, Clayton, CA 94517", (925) 788-9090,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/clayton-ca/mip/arete-norcal-throws-547768626
Fun Hoops Inc,,"500 N Atlantic Blvd suite 162, Monterey Park, CA 91754", (626) 534-9495,,,"Children's Party Planning & Entertainment, Sports & Entertainment Centers ",https://www.yellowpages.com/monterey-park-ca/mip/fun-hoops-inc-547139606
Wavehuggers,,"101 Main St, Huntington Beach, CA 92648", (310) 910-9099,,,Sports Instruction ,https://www.yellowpages.com/huntington-beach-ca/mip/wavehuggers-546602492
The Art of Coaching Volleyball,,"322 Encinitas Blvd, Encinitas, CA 92024", (760) 634-9734,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/encinitas-ca/mip/the-art-of-coaching-volleyball-550494257
Lifeletics,,"15661 Producer Ln, Huntington Beach, CA 92649", (714) 379-1299,,,Sports Instruction ,https://www.yellowpages.com/huntington-beach-ca/mip/lifeletics-546614871
Boxfit,,"4101 30th St, San Diego, CA 92104", (619) 458-9000,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/san-diego-ca/mip/boxfit-545210314
Club The Boxing,,"491 15th St, San Diego, CA 92101", (858) 366-7885,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/san-diego-ca/mip/club-the-boxing-546693043
Gate 14,,"133 Center Street, El Segundo, CA 90245", (310) 648-8209,Mail@Gate14.net,,"Exercise & Physical Fitness Programs, Health Clubs, Sports Instruction ",https://www.yellowpages.com/el-segundo-ca/mip/gate-14-545522000
The Little Gym of Evergreen,,"4878 San Felipe Rd Ste 130, San Jose, CA 95135", (408) 728-8384,,,"Gymnastics Instruction, Dancing Instruction, Sports Instruction ",https://www.yellowpages.com/san-jose-ca/mip/the-little-gym-of-evergreen-545292649
R3 Boxing,,"12621 Poway Rd, Poway, CA 92064", (858) 668-7271,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/poway-ca/mip/r3-boxing-545252286
T1 Sports Academy,,"5940 E Shields Ave, Fresno, CA 93727", (559) 493-5459,,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/fresno-ca/mip/t1-sports-academy-544569598
impact Sports Complex,,"1930 S E St, San Bernardino, CA 92408", (323) 218-0773,ericd@gmail.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/san-bernardino-ca/mip/impact-sports-complex-544960042
Chase the Lion Volleyball CMPS,,"36 Amantes, Rancho Santa Margarita, CA 92688", (949) 842-4015,,,Sports Instruction ,https://www.yellowpages.com/rancho-santa-margarita-ca/mip/chase-the-lion-volleyball-cmps-544380640
Oc Softballu,,"23322 Madero Ste C, Mission Viejo, CA 92691", (949) 547-3478,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/mission-viejo-ca/mip/oc-softballu-544401114
Performance Fitness Training Center,,"4439 Mission Blvd Ste H, Montclair, CA 91763", (909) 979-3260,p.f.tcentermontclair@gmail.com,,"Health Clubs, Boxing Instruction, Exercise & Physical Fitness Programs, Physical Fitness Consultants & Trainers, Sports Instruction ",https://www.yellowpages.com/montclair-ca/mip/performance-fitness-training-center-544312417
Train For Life,,"254 Sunset Ave, Suisun City, CA 94585", (707) 426-4308,,,Sports & Entertainment Centers ,https://www.yellowpages.com/suisun-city-ca/mip/train-for-life-543312776
I Love Kickboxing,,"8660 Central Ave, Montclair, CA 91763", (909) 920-5987,support@ilovekickboxing.com,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/montclair-ca/mip/i-love-kickboxing-544562518
Le Five West Sacramento,,"3940 Seaport Blvd, West Sacramento, CA 95691", (831) 421-1918,brian.moreno@lefive.us,,Sports & Entertainment Centers ,https://www.yellowpages.com/west-sacramento-ca/mip/le-five-west-sacramento-548595181
Norcal Speed Boxing Inc,,"350 2nd St, Petaluma, CA 94952", (707) 559-5359,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/petaluma-ca/mip/norcal-speed-boxing-inc-541977971
Bintang Badminton,,"48511 Warm Springs Blvd, Fremont, CA 94539", (510) 270-8483,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/fremont-ca/mip/bintang-badminton-542955468
Ruth Lawanson,,"2675 Mitchell Dr, Walnut Creek, CA 94598", (559) 960-3601,,,Sports Instruction ,https://www.yellowpages.com/walnut-creek-ca/mip/ruth-lawanson-542560425
Undisputed Boxing Gym,,"380 Convention Way, Redwood City, CA 94063", (650) 362-3346,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/redwood-city-ca/mip/undisputed-boxing-gym-543172726
Outdoor Recreation Group,,"3450 Mount Vernon Dr, View Park, CA 90008", (323) 291-8000,rgutierrez@torgusa.com,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/view-park-ca/mip/outdoor-recreation-group-544805845
Zacharatos Karate & Kickboxing And Soccer,,"23400 Park Sorrento, Calabasas, CA 91302", (818) 881-8200,kick@zacharatos.com,,"Martial Arts Instruction, Sports Instruction ",https://www.yellowpages.com/calabasas-ca/mip/zacharatos-karate-kickboxing-and-soccer-5413372
World Series of Beach Volleyball,,"700 E Shoreline Dr, Long Beach, CA 90802", (310) 906-3800,info@wsobv.com,,Sports Instruction ,https://www.yellowpages.com/long-beach-ca/mip/world-series-of-beach-volleyball-531924508
NRG Music & Production,,"2733 Via Orange Way, Spring Valley, CA 91978", (619) 648-1440,andy@nrgmusicandproductions.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/spring-valley-ca/mip/nrg-music-production-541646798
Space Age TV Home Entertainment Console,,"1545 Aviation Blvd, Redondo Beach, CA 90278", (678) 404-2825,,,"Internet Products & Services, Sports & Entertainment Centers, Video Conferencing Equipment & Services, Video Games Arcades, Video Rental & Sales ",https://www.yellowpages.com/redondo-beach-ca/mip/space-age-tv-home-entertainment-console-531220672
La Live,,"800 W Olympic Blvd, Los Angeles, CA 90015", (424) 888-7818,,,"Mediterranean Restaurants, Concert Halls, Museums, Places Of Interest, Restaurants, Sports & Entertainment Centers, Theatres ",https://www.yellowpages.com/los-angeles-ca/mip/la-live-531147421
Diamond Elite Sports Academy,,"720 E Lambert Rd Ste A, La Habra, CA 90631", (562) 451-3231,diamondeliteacademy@gmail.com,,"Batting Cages, Exercise & Physical Fitness Programs, Sports Instruction ",https://www.yellowpages.com/la-habra-ca/mip/diamond-elite-sports-academy-531780017
rock n rope adventures,,"26801 Dorothy Dr, Calabasas, CA 91302", (310) 975-4049,rnr@rocknropeadventures.com,,Sports Instruction ,https://www.yellowpages.com/calabasas-ca/mip/rock-n-rope-adventures-530915217
Athlete's Choice,,"31951 Dove Canyon Dr, Trabuco Canyon, CA 92679", (949) 888-2717,,,"Sports & Entertainment Centers, Golf Courses ",https://www.yellowpages.com/trabuco-canyon-ca/mip/athletes-choice-542393932
Ringside Boxing Club & Workout,,"141 N San Gorgonio Ave, Banning, CA 92220", (951) 849-0798,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/banning-ca/mip/ringside-boxing-club-workout-530583147
Sportsball,,"301 9th St, Redlands, CA 92374", (909) 307-5796,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/redlands-ca/mip/sportsball-530574519
Clue Avenue Escape Rooms,,"201 E Grand Ave, Escondido, CA 92025", (760) 349-6609,info@clueavenue.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/escondido-ca/mip/clue-avenue-escape-rooms-531383454
Michael Chao - Professional Golf Instructor,,"11 Mountain Laurel Way, Azusa, CA 91702", (626) 808-5707,,,"Golf Instruction, Sports Instruction ",https://www.yellowpages.com/azusa-ca/mip/michael-chao-professional-golf-instructor-530449413
Mystique Dining,,"611 Sutter St, Folsom, CA 95630", (916) 534-7261,mystiquedining@gmail.com,,"Dinner Theaters, Restaurants, Sports & Entertainment Centers ",https://www.yellowpages.com/folsom-ca/mip/mystique-dining-530735541
Special Olympics Southern CA,,"4531 Market St, Ventura, CA 93003", (805) 650-7717,,,"Sports Motivational Training, Exercise & Physical Fitness Programs, Sports Instruction ",https://www.yellowpages.com/ventura-ca/mip/special-olympics-southern-ca-530512775
JUMPER'S JUNGLE FAMILY FUN CENTER,,"2283 W Rosecrans Ave, Gardena, CA 90249", (424) 257-5867,jumpersjungle.gardena@gmail.com,,"Children's Party Planning & Entertainment, Party & Event Planners, Playgrounds, Recreation Centers, Sports & Entertainment Centers ",https://www.yellowpages.com/gardena-ca/mip/jumpers-jungle-family-fun-center-530249378
Fresno Escape Room,,"290 Shaw Ave, Clovis, CA 93612", (559) 575-8433,info@fresnoescaperoom.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/clovis-ca/mip/fresno-escape-room-529554528
See It 2 Be It...The Mental Athlete,,"Po Box 723121, San Diego, CA 92172", (858) 568-3949,,,"Sports Motivational Training, Branding Equipment, Personal Fitness Trainers, Speakers, Lectures & Seminars, Sports Instruction ",https://www.yellowpages.com/san-diego-ca/mip/see-it-2-be-it-the-mental-athlete-530249482
South Bay Surf School,,"200 Fishermans Wharf, Redondo Beach, CA 90277", (213) 784-1481,,,Sports Instruction ,https://www.yellowpages.com/redondo-beach-ca/mip/south-bay-surf-school-530246287
Kayak Trinidad,,"84 Haven Way, Trinidad, CA 95570", (707) 329-0085,reservations@kayaktrinidad.com,,"Boat Tours, Guide Service, Sightseeing Tours, Sports Instruction, Tours-Operators & Promoters ",https://www.yellowpages.com/trinidad-ca/mip/kayak-trinidad-527722514
Scdartsvenue,,"26861 Trestles Dr, Canyon Country, CA 91351", (818) 970-7165,,,"Advertising-Promotional Products, Darts & Dart Boards, Sports Instruction ",https://www.yellowpages.com/canyon-country-ca/mip/scdartsvenue-530136466
San Diego Coaster Co,,"3105 Ocean Front Walk, San Diego, CA 92109", (858) 539-0019,,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/san-diego-ca/mip/san-diego-coaster-co-527389505
FEARLESS ENERGY & APPAREL,,"16356 Flint Ave, Hanford, CA 93230", (559) 852-6979,,,"Clothing Stores, Grocery Stores, Men's Clothing, Sports & Entertainment Centers, Women's Clothing ",https://www.yellowpages.com/hanford-ca/mip/fearless-energy-apparel-527132463
Live Nation,,"6255 W Sunset Blvd, Los Angeles, CA 90028", (323) 769-4600,,,Sports & Entertainment Centers ,https://www.yellowpages.com/los-angeles-ca/mip/live-nation-531830270
Professional Community Management,,"27651 Casta Del Sol, Mission Viejo, CA 92692", (949) 837-4073,,,Sports Instruction ,https://www.yellowpages.com/mission-viejo-ca/mip/professional-community-management-529498735
Advanced Sports Performanc,,"505 Quarry Rd, San Carlos, CA 94070", (650) 832-1515,mikemorales54@gmail.com,,"Sports Motivational Training, Exercise & Physical Fitness Programs, Sports Instruction ",https://www.yellowpages.com/san-carlos-ca/mip/advanced-sports-performanc-526512784
Bound Boxing,,"675 Palomar Street, Suite E, Chula Vista, CA 91911", (619) 271-1500,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/chula-vista-ca/mip/bound-boxing-526349660
Lq Ayso,,"79120 Blackhawk Way, La Quinta, CA 92253", (760) 345-2976,,,"Soccer Clubs, Sports & Entertainment Centers ",https://www.yellowpages.com/la-quinta-ca/mip/lq-ayso-525203526
Boss Boxing-MMA & Fitness,,"5555 Auburn Blvd, Sacramento, CA 95841", (916) 331-2677,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/sacramento-ca/mip/boss-boxing-mma-fitness-525581297
The Triangle,,"1870 Harbor Blvd, Costa Mesa, CA 92627", (949) 650-0732,info@go2triangle.com,,"Movie Theaters, Bowling, Restaurants, Sports & Entertainment Centers, Tanning Salons ",https://www.yellowpages.com/costa-mesa-ca/mip/the-triangle-524466606
Society cabaret,,"562 Sutter St, San Francisco, CA 94102", (415) 857-1896,societycabaret@gmail.com,,Sports & Entertainment Centers ,https://www.yellowpages.com/san-francisco-ca/mip/society-cabaret-524931662
CM Boxing Stable,,"3078 W Valley Blvd, Alhambra, CA 91803", (626) 872-2311,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/alhambra-ca/mip/cm-boxing-stable-524295825
Contiki Paddlesurf Academy,,"2502 Cold Creek Trl, South Lake Tahoe, CA 96150", (530) 545-0148,,,Sports Instruction ,https://www.yellowpages.com/south-lake-tahoe-ca/mip/contiki-paddlesurf-academy-524091249
Vertical Sports Performance,,"1131 Olympic Blvd, Santa Monica, CA 90404", (310) 452-3602,,,Sports Instruction ,https://www.yellowpages.com/santa-monica-ca/mip/vertical-sports-performance-526333718
California Motorsport Adventours,,"605 Anita St, Chula Vista, CA 91911", (619) 350-7776,rinconsr@telnor.net,,Sports Instruction ,https://www.yellowpages.com/chula-vista-ca/mip/california-motorsport-adventours-524918764
Notime2chill Skills Academy,,"110 Railroad Ave Ste C, Suisun City, CA 94585", (707) 207-3375,,,"Sports Motivational Training, Sports Instruction ",https://www.yellowpages.com/suisun-city-ca/mip/notime2chill-skills-academy-528294059
Sixth Man Basketball Academy,,"777 Mill St, San Luis Obispo, CA 93401", (646) 592-7205,,,"Sports Motivational Training, Basketball Clubs, Sports Instruction, Technical Employment ",https://www.yellowpages.com/san-luis-obispo-ca/mip/sixth-man-basketball-academy-523663285
Sutton Swim School,,"96 N San Tomas Aquino Rd, Campbell, CA 95008", (408) 996-9800,info@suttonswim.com,,"Swimming Instruction, Recreation Centers, Sports Instruction ",https://www.yellowpages.com/campbell-ca/mip/sutton-swim-school-523957678
Call Box,,"1167 Mission St, San Francisco, CA 94103", (415) 551-5156,,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/san-francisco-ca/mip/call-box-522871815
Orange County Breakers,,"2549 Eastbluff Dr # 810, Newport Beach, CA 92660", (949) 434-4560,,,Sports & Entertainment Centers ,https://www.yellowpages.com/newport-beach-ca/mip/orange-county-breakers-523506499
Rock Star University House of Rock,,"3410 Industrial Dr, Santa Rosa, CA 95403", (707) 791-3482,info@rockstaruniversity.com,,"Sports & Entertainment Centers, Recreation Centers ",https://www.yellowpages.com/santa-rosa-ca/mip/rock-star-university-house-of-rock-521693127
Jun's Mission Taekwondo,,"78742 Highway 111 Ste 78742, La Quinta, CA 92253", (760) 777-7988,jumissiontdk@yahoo.com,,"Martial Arts Instruction, Sports Instruction ",https://www.yellowpages.com/la-quinta-ca/mip/juns-mission-taekwondo-521966878
Lyon Recreation Center,,"1026 W 34th St, Los Angeles, CA 90089", (213) 740-5127,recsports@usc.edu,,Sports Instruction ,https://www.yellowpages.com/los-angeles-ca/mip/lyon-recreation-center-521651006
San Francisco Baseball Academy,,"3010 Geary Blvd, San Francisco, CA 94118", (415) 742-4890,mike@sfbaseballacademy.com,,"Baseball Clubs & Parks, Sports & Entertainment Centers ",https://www.yellowpages.com/san-francisco-ca/mip/san-francisco-baseball-academy-524850955
O C Fast Twitch,,"17272 Newhope St, Fountain Valley, CA 92708", (714) 979-7979,tyknox@ocfasttwitch.com,,"Sports Motivational Training, Exercise & Physical Fitness Programs, Sports Instruction, Training Consultants ",https://www.yellowpages.com/fountain-valley-ca/mip/o-c-fast-twitch-5211918
Big Thunder Mountain Railroad,,"1313 North Harbor Blvd, Anaheim, CA 92803", (714) 781-4565,,,Sports & Entertainment Centers ,https://www.yellowpages.com/anaheim-ca/mip/big-thunder-mountain-railroad-521157599
XPLOSV Sports Performance,,"1515 Manning Ave Apt 11, Los Angeles, CA 90024", (213) 293-4881,,,"Sports Instruction, Exercise & Physical Fitness Programs, Health & Fitness Program Consultants, Personal Fitness Trainers, Physical Fitness Consultants & Trainers ",https://www.yellowpages.com/los-angeles-ca/mip/xplosv-sports-performance-521935875
Warrior Code Taekwon DO Academy,,"1337 Blossom Hill Rd, San Jose, CA 95118", (408) 723-4828,itfwarriors@gmail.com,,"Martial Arts Instruction, Sports Instruction ",https://www.yellowpages.com/san-jose-ca/mip/warrior-code-taekwon-do-academy-521805565
Prevail Boxing,,"5957 W 3rd St, Los Angeles, CA 90036", (323) 452-0101,info@prevaillosangeles.com,,"Boxing Instruction, Sports Instruction ",https://www.yellowpages.com/los-angeles-ca/mip/prevail-boxing-521015088
Waterworks Swim School,,"6161 Sepulveda Blvd, Van Nuys, CA 91411", (949) 861-8770,alex@waterworksswim.com,,"Swimming Instruction, Sports Instruction ",https://www.yellowpages.com/van-nuys-ca/mip/waterworks-swim-school-520655212
Soccer 1:1,,"2 N Willard St, San Francisco, CA 94118", (415) 866-0050,,,Sports Instruction ,https://www.yellowpages.com/san-francisco-ca/mip/soccer-11-520390718
Storm Athletix,,"2131 S 10th St, San Jose, CA 95112", (310) 968-5470,stormathletix@gmail.com,,"Dancing Instruction, Cheerleading, Gymnastics Instruction, Sports Instruction ",https://www.yellowpages.com/san-jose-ca/mip/storm-athletix-520331393
